,Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
5100,ATTAWAPISKAT A,ONTARIO,6010400,52918,71653.0,YAT,52.93,-82.43,525539000,-822555000,9.1,2015,2019,2015.0,2019.0,2015.0,2019.0,,
5101,BIG TROUT LAKE A,ONTARIO,6010735,49488,71675.0,YTL,53.82,-89.9,534904000,-895349000,222.5,2011,2019,2011.0,2019.0,2011.0,2019.0,,
5104,BIG TROUT LAKE,ONTARIO,6010740,50857,71208.0,OTL,53.82,-89.89,534858000,-895330000,222.5,2012,2019,2012.0,2019.0,2012.0,2019.0,,
5108,EAR FALLS (AUT),ONTARIO,6012199,27865,71295.0,XEA,50.63,-93.22,503750000,-931317000,362.6,1999,2019,2000.0,2019.0,1999.0,2019.0,1999.0,2006.0
5111,FORT SEVERN A,ONTARIO,6012500,45447,,YER,56.02,-87.68,560108000,-874034000,15.8,2006,2013,2006.0,2013.0,2006.0,2013.0,,
5112,FORT SEVERN A,ONTARIO,6012501,51219,71099.0,YER,56.02,-87.68,560108000,-874034000,15.8,2013,2019,2013.0,2019.0,2013.0,2019.0,,
5114,LANSDOWNE HOUSE A,ONTARIO,6014351,51237,,YLH,52.2,-87.93,521144000,-875603000,254.2,2013,2019,2013.0,2019.0,2018.0,2019.0,,
5116,LANSDOWNE HOUSE A,ONTARIO,6014355,43910,,YLH,52.2,-87.94,521145000,-875610000,254.2,2005,2013,2005.0,2013.0,,,,
5117,MUSKRAT DAM A,ONTARIO,6015025,44483,71755.0,ZMD,53.44,-91.76,532629000,-914546000,277.7,2005,2012,2005.0,2012.0,2006.0,2012.0,,
5118,MUSKRAT DAM,ONTARIO,6015026,50722,71678.0,ZMD,53.44,-91.76,532629000,-914546000,277.7,2012,2019,2012.0,2019.0,2012.0,2019.0,,
5120,PEAWANUCK A,ONTARIO,6016298,52878,,YPO,54.99,-85.44,545917000,-852636000,52.7,2014,2019,2014.0,2019.0,2018.0,2019.0,,
5123,PICKLE LAKE A,ONTARIO,6016528,52418,,YPL,51.45,-90.21,512647000,-901251000,386.2,2013,2019,2013.0,2019.0,2018.0,2019.0,,
5124,PICKLE LAKE A,ONTARIO,6016529,50478,71845.0,YPL,51.45,-90.21,512647000,-901251000,386.2,2012,2019,2012.0,2019.0,2012.0,2018.0,,
5126,RED LAKE A,ONTARIO,6016970,50248,71854.0,YRL,51.07,-93.79,510402000,-934735000,385.9,2012,2019,2012.0,2019.0,2012.0,2018.0,,
5127,RED LAKE A,ONTARIO,6016971,52419,,YRL,51.07,-93.79,510402000,-934735000,385.9,2013,2019,2013.0,2019.0,2018.0,2019.0,,
5131,SANDY LAKE,ONTARIO,6017400,45088,,,53.06,-93.34,530351000,-932040000,289.9,2006,2012,2006.0,2012.0,2006.0,2012.0,,
5132,SANDY LAKE A,ONTARIO,6017401,50723,71587.0,ZSJ,53.06,-93.34,530351000,-932040000,289.9,2012,2019,2012.0,2019.0,2012.0,2019.0,,
5148,FORT FRANCES RCS,ONTARIO,6022474,46507,71962.0,TAG,48.65,-93.44,483904000,-932620002,342.0,2007,2019,2007.0,2019.0,2007.0,2019.0,,
5171,DRYDEN REGIONAL,ONTARIO,6032125,48869,71527.0,YHD,49.83,-92.74,494939000,-924439000,412.7,2010,2019,2010.0,2019.0,2010.0,2019.0,,
5178,KENORA RCS,ONTARIO,6034073,47307,71151.0,TKR,49.79,-94.38,494726000,-942240000,412.7,2008,2019,2008.0,2019.0,2008.0,2019.0,,
5180,KENORA A,ONTARIO,6034076,51137,71850.0,YQK,49.79,-94.36,494718000,-942147000,409.7,2013,2019,2013.0,2019.0,2013.0,2019.0,,
5187,RAWSON LAKE (AUT),ONTARIO,6036907,30455,71855.0,TRA,49.66,-93.73,493951001,-934358002,435.0,2003,2019,2005.0,2019.0,2003.0,2019.0,,
5193,SIOUX LOOKOUT A,ONTARIO,6037776,51138,71842.0,YXL,50.11,-91.91,500651000,-915429000,383.1,2013,2019,2013.0,2019.0,2013.0,2019.0,,
5194,SIOUX LOOKOUT AIRPORT,ONTARIO,6037800,54605,73017.0,OSL,50.11,-91.91,500651000,-915420000,338.1,2018,2019,2018.0,2019.0,2018.0,2019.0,,
5210,ARMSTRONG A,ONTARIO,6040327,52900,,YYW,50.29,-88.91,501725000,-885435000,322.5,2015,2019,2015.0,2019.0,2018.0,2019.0,,
5218,CAMERON FALLS (AUT),ONTARIO,6041110,27674,71291.0,XCA,49.15,-88.34,490914000,-882041000,232.6,1998,2019,2000.0,2019.0,1998.0,2019.0,1998.0,2006.0
5228,GERALDTON A,ONTARIO,6042717,53519,71834.0,YGQ,49.78,-86.94,494643000,-865619000,348.4,2015,2019,2015.0,2019.0,2015.0,2019.0,,
5229,GERALDTON A,ONTARIO,6042718,54240,,YGQ,49.78,-86.99,494643000,-865919000,348.4,2016,2019,2016.0,2019.0,2018.0,2019.0,,
5230,GERALDTON AIRPORT,ONTARIO,6042719,54858,73071.0,OGE,49.78,-86.93,494651276,-865556352,340.0,2018,2019,2018.0,2019.0,2018.0,2019.0,,
5256,MARATHON AIRPORT,ONTARIO,6044961,4027,,YSP,48.76,-86.34,484520000,-862040000,315.5,1988,2007,2007.0,2007.0,1988.0,1999.0,1988.0,1999.0
5257,MARATHON A,ONTARIO,6044962,46527,,YSP,48.76,-86.34,484519000,-862040000,314.55,2007,2014,2007.0,2014.0,,,,
5258,MARATHON A,ONTARIO,6044963,52338,,YSP,48.76,-86.35,484526000,-862045000,314.6,2014,2019,2014.0,2019.0,,,,
5259,MARATHON A,ONTARIO,6044967,53138,,YSP,48.76,-86.35,484526000,-862045000,314.6,2014,2019,2014.0,2019.0,2018.0,2019.0,,
5277,PUKASKWA (AUT),ONTARIO,6046768,49848,71750.0,WCJ,48.61,-86.29,483628000,-861714000,191.5,2011,2019,2012.0,2019.0,2011.0,2019.0,,
5293,TERRACE BAY AIRPORT,ONTARIO,6048232,54606,73018.0,OTR,48.82,-87.09,484856054,-870530041,290.0,2017,2019,2017.0,2019.0,2018.0,2019.0,,
5294,TERRACE BAY(AUT),ONTARIO,6048235,32393,,ZTJ,48.82,-87.1,484900000,-870600000,289.6,2002,2007,2002.0,2007.0,2003.0,2006.0,2003.0,2006.0
5295,THUNDER BAY,ONTARIO,6048260,49389,71072.0,YQT,48.37,-89.32,482219000,-891918000,199.3,2012,2019,2012.0,2019.0,2012.0,2019.0,,
5297,THUNDER BAY A,ONTARIO,6048262,50132,,YQT,48.37,-89.32,482219000,-891918000,199.3,2012,2019,2012.0,2019.0,2018.0,2019.0,,
