DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2014-06-01 00:00:00,2014-06-01 00:00,2014,6,1,00:00,11.3,,10.7,,96,,13.0,,3,,,,99.15,,,,,,
2014-06-01 01:00:00,2014-06-01 01:00,2014,6,1,01:00,12.0,,11.4,,96,,5.0,,8,,,,99.08,,,,,,
2014-06-01 02:00:00,2014-06-01 02:00,2014,6,1,02:00,9.8,,9.3,,97,,7.0,,7,,,,99.04,,,,,,
2014-06-01 03:00:00,2014-06-01 03:00,2014,6,1,03:00,10.0,,9.5,,97,,28.0,,3,,,,99.04,,,,,,
2014-06-01 04:00:00,2014-06-01 04:00,2014,6,1,04:00,10.7,,10.3,,98,,9.0,,4,,,,98.96,,,,,,
2014-06-01 05:00:00,2014-06-01 05:00,2014,6,1,05:00,11.4,,11.0,,98,,8.0,,12,,,,98.84,,,,,,
2014-06-01 06:00:00,2014-06-01 06:00,2014,6,1,06:00,10.6,,10.0,,96,,9.0,,14,,,,98.82,,,,,,
2014-06-01 07:00:00,2014-06-01 07:00,2014,6,1,07:00,10.2,,9.6,,96,,9.0,,10,,,,98.78,,,,,,
2014-06-01 08:00:00,2014-06-01 08:00,2014,6,1,08:00,10.3,,9.7,,96,,7.0,,8,,,,98.73,,,,,,
2014-06-01 09:00:00,2014-06-01 09:00,2014,6,1,09:00,10.5,,10.0,,97,,7.0,,11,,,,98.69,,,,,,
2014-06-01 10:00:00,2014-06-01 10:00,2014,6,1,10:00,10.2,,9.7,,97,,8.0,,11,,,,98.65,,,,,,
2014-06-01 11:00:00,2014-06-01 11:00,2014,6,1,11:00,11.6,,11.1,,97,,7.0,,6,,,,98.65,,,,,,
2014-06-01 12:00:00,2014-06-01 12:00,2014,6,1,12:00,12.6,,11.8,,95,,7.0,,5,,,,98.65,,,,,,
2014-06-01 13:00:00,2014-06-01 13:00,2014,6,1,13:00,13.6,,12.4,,93,,11.0,,4,,,,98.63,,,,,,
2014-06-01 14:00:00,2014-06-01 14:00,2014,6,1,14:00,15.4,,13.3,,87,,5.0,,4,,,,98.59,,,,,,
2014-06-01 15:00:00,2014-06-01 15:00,2014,6,1,15:00,15.6,,13.4,,87,,9.0,,10,,,,98.57,,,,,,
2014-06-01 16:00:00,2014-06-01 16:00,2014,6,1,16:00,13.9,,12.2,,90,,5.0,,11,,,,98.53,,,,,,
2014-06-01 17:00:00,2014-06-01 17:00,2014,6,1,17:00,13.8,,12.6,,92,,8.0,,10,,,,98.5,,,,,,
2014-06-01 18:00:00,2014-06-01 18:00,2014,6,1,18:00,13.9,,12.0,,89,,8.0,,13,,,,98.53,,,,,,
2014-06-01 19:00:00,2014-06-01 19:00,2014,6,1,19:00,13.2,,11.6,,90,,7.0,,11,,,,98.59,,,,,,
2014-06-01 20:00:00,2014-06-01 20:00,2014,6,1,20:00,12.0,,10.7,,92,,6.0,,8,,,,98.57,,,,,,
2014-06-01 21:00:00,2014-06-01 21:00,2014,6,1,21:00,12.3,,11.4,,95,,23.0,,4,,,,98.63,,,,,,
2014-06-01 22:00:00,2014-06-01 22:00,2014,6,1,22:00,12.7,,12.1,,96,,22.0,,4,,,,98.59,,,,,,
2014-06-01 23:00:00,2014-06-01 23:00,2014,6,1,23:00,12.9,,12.4,,97,,5.0,,7,,,,98.55,,,,,,
2014-06-02 00:00:00,2014-06-02 00:00,2014,6,2,00:00,13.2,,12.6,,97,,1.0,,2,,,,98.57,,,,,,
2014-06-02 01:00:00,2014-06-02 01:00,2014,6,2,01:00,13.1,,12.6,,97,,6.0,,7,,,,98.57,,,,,,
2014-06-02 02:00:00,2014-06-02 02:00,2014,6,2,02:00,12.7,,12.3,,97,,6.0,,9,,,,98.54,,,,,,
2014-06-02 03:00:00,2014-06-02 03:00,2014,6,2,03:00,12.6,,12.1,,97,,6.0,,8,,,,98.51,,,,,,
2014-06-02 04:00:00,2014-06-02 04:00,2014,6,2,04:00,12.5,,12.1,,97,,7.0,,12,,,,98.42,,,,,,
