DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2015-12-01 00:00:00,2015-12-01 00:00,2015,12,1,00:00,-1.9,,-2.7,,95.0,,22.0,,5.0,,,,99.39,,,,-4.0,,
2015-12-01 01:00:00,2015-12-01 01:00,2015,12,1,01:00,-2.1,,-2.9,,95.0,,,,0.0,,,,99.27,,,,,,
2015-12-01 02:00:00,2015-12-01 02:00,2015,12,1,02:00,-1.7,,-2.4,,95.0,,24.0,,4.0,,,,99.23,,,,-3.0,,
2015-12-01 03:00:00,2015-12-01 03:00,2015,12,1,03:00,-1.2,,-2.0,,94.0,,26.0,,2.0,,,,99.18,,,,-2.0,,
2015-12-01 04:00:00,2015-12-01 04:00,2015,12,1,04:00,0.1,,-0.2,,97.0,,8.0,,8.0,,,,99.1,,,,,,
2015-12-01 05:00:00,2015-12-01 05:00,2015,12,1,05:00,2.8,,1.9,,94.0,,9.0,,10.0,,,,99.01,,,,,,
2015-12-01 06:00:00,2015-12-01 06:00,2015,12,1,06:00,2.9,,2.3,,96.0,,8.0,,11.0,,,,98.96,,,,,,
2015-12-01 07:00:00,2015-12-01 07:00,2015,12,1,07:00,2.8,,2.2,,96.0,,7.0,,12.0,,,,98.83,,,,,,
2015-12-01 08:00:00,2015-12-01 08:00,2015,12,1,08:00,2.9,,2.3,,95.0,,7.0,,10.0,,,,98.78,,,,,,
2015-12-01 09:00:00,2015-12-01 09:00,2015,12,1,09:00,3.1,,2.5,,95.0,,7.0,,14.0,,,,98.73,,,,,,
2015-12-01 10:00:00,2015-12-01 10:00,2015,12,1,10:00,3.0,,2.4,,96.0,,7.0,,15.0,,,,98.67,,,,,,
2015-12-01 11:00:00,2015-12-01 11:00,2015,12,1,11:00,3.2,,2.6,,96.0,,8.0,,21.0,,,,98.63,,,,,,
2015-12-01 12:00:00,2015-12-01 12:00,2015,12,1,12:00,3.4,,3.0,,97.0,,8.0,,21.0,,,,98.52,,,,,,
2015-12-01 13:00:00,2015-12-01 13:00,2015,12,1,13:00,3.6,,3.3,,98.0,,7.0,,16.0,,,,98.4,,,,,,
2015-12-01 14:00:00,2015-12-01 14:00,2015,12,1,14:00,3.8,,3.2,,96.0,,11.0,,16.0,,,,98.35,,,,,,
2015-12-01 15:00:00,2015-12-01 15:00,2015,12,1,15:00,3.8,,2.8,,93.0,,10.0,,12.0,,,,98.27,,,,,,
2015-12-01 16:00:00,2015-12-01 16:00,2015,12,1,16:00,3.9,,3.1,,95.0,,7.0,,17.0,,,,98.23,,,,,,
2015-12-01 17:00:00,2015-12-01 17:00,2015,12,1,17:00,3.2,,2.4,,94.0,,10.0,,20.0,,,,98.23,,,,,,
2015-12-01 18:00:00,2015-12-01 18:00,2015,12,1,18:00,2.0,,1.6,,98.0,,6.0,,14.0,,,,98.27,,,,,,
2015-12-01 19:00:00,2015-12-01 19:00,2015,12,1,19:00,1.1,,1.0,,99.0,,5.0,,13.0,,,,98.28,,,,,,
