DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2007-03-01 00:00:00,2007-03-01 00:00,2007,3,1,00:00,-5.0,,-9.4,,71.0,,10.0,,11.0,,,,99.57,,,,-10.0,,
2007-03-01 01:00:00,2007-03-01 01:00,2007,3,1,01:00,-4.2,,-8.8,,70.0,,9.0,,15.0,,,,99.55,,,,-10.0,,
2007-03-01 02:00:00,2007-03-01 02:00,2007,3,1,02:00,-3.7,,-7.4,,75.0,,7.0,,19.0,,,,99.46,,,,-10.0,,
2007-03-01 03:00:00,2007-03-01 03:00,2007,3,1,03:00,-4.3,,-7.4,,79.0,,7.0,,19.0,,,,99.39,,,,-10.0,,
2007-03-01 04:00:00,2007-03-01 04:00,2007,3,1,04:00,-2.2,,-6.2,,74.0,,10.0,,24.0,,,,99.29,,,,-9.0,,
2007-03-01 05:00:00,2007-03-01 05:00,2007,3,1,05:00,-4.3,,-7.7,,77.0,,8.0,,26.0,,,,99.3,,,,-12.0,,
2007-03-01 06:00:00,2007-03-01 06:00,2007,3,1,06:00,-4.1,,-7.7,,76.0,,7.0,,30.0,,,,99.2,,,,-12.0,,
2007-03-01 07:00:00,2007-03-01 07:00,2007,3,1,07:00,-4.2,,-7.4,,78.0,,8.0,,26.0,,,,99.15,,,,-11.0,,
2007-03-01 08:00:00,2007-03-01 08:00,2007,3,1,08:00,-5.3,,-8.2,,80.0,,7.0,,32.0,,,,99.05,,,,-14.0,,
2007-03-01 09:00:00,2007-03-01 09:00,2007,3,1,09:00,-5.8,,-9.0,,78.0,,7.0,,37.0,,,,99.01,,,,-15.0,,
2007-03-01 10:00:00,2007-03-01 10:00,2007,3,1,10:00,-5.6,,-9.2,,76.0,,7.0,,37.0,,,,99.04,,,,-15.0,,
2007-03-01 11:00:00,2007-03-01 11:00,2007,3,1,11:00,-5.1,,-9.3,,72.0,,7.0,,39.0,,,,98.99,,,,-14.0,,
2007-03-01 12:00:00,2007-03-01 12:00,2007,3,1,12:00,-4.0,,-8.6,,70.0,,7.0,,39.0,,,,98.91,,,,-13.0,,
2007-03-01 13:00:00,2007-03-01 13:00,2007,3,1,13:00,-3.2,,-8.0,,69.0,,8.0,,39.0,,,,98.83,,,,-12.0,,
