DateTime,2005-01-01 14:00:00,2005-01-01 14:00,2005,1,1.1,14:00,1.7,Unnamed: 7,-3.8,Unnamed: 9,67.0,Unnamed: 11,Unnamed: 12,M,Unnamed: 14,M.1,Unnamed: 16,Unnamed: 17,101.84,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
2005-01-01 15:00:00,2005-01-01 15:00:00,2005-01-01 15:00,2005,1,1,15:00,1.7,,-4.9,,62.0,,,M,,M,,,101.9,,,,,,
2005-01-01 16:00:00,2005-01-01 16:00:00,2005-01-01 16:00,2005,1,1,16:00,1.7,,-4.6,,63.0,,,M,,M,,,102.03,,,,,,
2005-01-01 17:00:00,2005-01-01 17:00:00,2005-01-01 17:00,2005,1,1,17:00,1.2,,-3.7,,70.0,,,M,,M,,,102.08,,,,,,
2005-01-01 18:00:00,2005-01-01 18:00:00,2005-01-01 18:00,2005,1,1,18:00,1.0,,-3.8,,70.0,,,M,,M,,,102.13,,,,,,
2005-01-01 19:00:00,2005-01-01 19:00:00,2005-01-01 19:00,2005,1,1,19:00,0.6,,-4.1,,71.0,,,M,,M,,,102.17,,,,,,
2005-01-01 20:00:00,2005-01-01 20:00:00,2005-01-01 20:00,2005,1,1,20:00,0.0,,-4.4,,72.0,,,M,,M,,,102.18,,,,,,
2005-01-01 21:00:00,2005-01-01 21:00:00,2005-01-01 21:00,2005,1,1,21:00,-0.3,,-4.5,,73.0,,,M,,M,,,102.2,,,,,,
2005-01-01 22:00:00,2005-01-01 22:00:00,2005-01-01 22:00,2005,1,1,22:00,-0.2,,-4.8,,71.0,,,M,,M,,,102.15,,,,,,
2005-01-01 23:00:00,2005-01-01 23:00:00,2005-01-01 23:00,2005,1,1,23:00,0.2,,-4.9,,69.0,,,M,,M,,,102.13,,,,,,
2005-01-02 00:00:00,2005-01-02 00:00:00,2005-01-02 00:00,2005,1,2,00:00,0.8,,-3.3,,74.0,,,M,,M,,,102.09,,,,,,
2005-01-02 01:00:00,2005-01-02 01:00:00,2005-01-02 01:00,2005,1,2,01:00,-0.3,,-4.8,,72.0,,,M,,M,,,102.07,,,,,,
2005-01-02 02:00:00,2005-01-02 02:00:00,2005-01-02 02:00,2005,1,2,02:00,-1.0,,-5.3,,73.0,,,M,,M,,,102.03,,,,,,
2005-01-02 03:00:00,2005-01-02 03:00:00,2005-01-02 03:00,2005,1,2,03:00,-1.0,,-4.3,,78.0,,,M,,M,,,101.97,,,,,,
2005-01-02 04:00:00,2005-01-02 04:00:00,2005-01-02 04:00,2005,1,2,04:00,-1.0,,-3.5,,83.0,,,M,,M,,,101.89,,,,,,
2005-01-02 05:00:00,2005-01-02 05:00:00,2005-01-02 05:00,2005,1,2,05:00,-0.9,,-2.8,,87.0,,,M,,M,,,101.77,,,,,,
2005-01-02 06:00:00,2005-01-02 06:00:00,2005-01-02 06:00,2005,1,2,06:00,-0.8,,-2.4,,89.0,,,M,,M,,,101.63,,,,,,
2005-01-02 07:00:00,2005-01-02 07:00:00,2005-01-02 07:00,2005,1,2,07:00,0.3,,-1.1,,90.0,,,M,,M,,,101.54,,,,,,
2005-01-02 08:00:00,2005-01-02 08:00:00,2005-01-02 08:00,2005,1,2,08:00,0.7,,0.0,,95.0,,,M,,M,,,101.42,,,,,,
2005-01-02 09:00:00,2005-01-02 09:00:00,2005-01-02 09:00,2005,1,2,09:00,1.0,,0.5,,96.0,,,M,,M,,,101.32,,,,,,
2005-01-02 10:00:00,2005-01-02 10:00:00,2005-01-02 10:00,2005,1,2,10:00,1.0,,0.7,,98.0,,,M,,M,,,101.19,,,,,,
2005-01-02 11:00:00,2005-01-02 11:00:00,2005-01-02 11:00,2005,1,2,11:00,1.4,,1.1,,98.0,,,M,,M,,,101.09,,,,,,
2005-01-02 12:00:00,2005-01-02 12:00:00,2005-01-02 12:00,2005,1,2,12:00,1.9,,1.7,,99.0,,,M,,M,,,100.96,,,,,,
2005-01-02 13:00:00,2005-01-02 13:00:00,2005-01-02 13:00,2005,1,2,13:00,2.5,,2.3,,99.0,,,M,,M,,,100.81,,,,,,
2005-01-02 14:00:00,2005-01-02 14:00:00,2005-01-02 14:00,2005,1,2,14:00,3.6,,3.4,,99.0,,,M,,M,,,100.65,,,,,,
2005-01-02 15:00:00,2005-01-02 15:00:00,2005-01-02 15:00,2005,1,2,15:00,3.6,,3.3,,98.0,,,M,,M,,,100.58,,,,,,
2005-01-02 16:00:00,2005-01-02 16:00:00,2005-01-02 16:00,2005,1,2,16:00,3.7,,3.5,,99.0,,,M,,M,,,100.62,,,,,,
2005-01-02 17:00:00,2005-01-02 17:00:00,2005-01-02 17:00,2005,1,2,17:00,4.4,,4.2,,99.0,,,M,,M,,,100.65,,,,,,
2005-01-02 18:00:00,2005-01-02 18:00:00,2005-01-02 18:00,2005,1,2,18:00,5.2,,5.1,,99.0,,,M,,M,,,100.69,,,,,,
2005-01-02 19:00:00,2005-01-02 19:00:00,2005-01-02 19:00,2005,1,2,19:00,6.5,,6.4,,99.0,,,M,,M,,,100.71,,,,,,
2005-01-02 20:00:00,2005-01-02 20:00:00,2005-01-02 20:00,2005,1,2,20:00,7.1,,6.9,,99.0,,,M,,M,,,100.74,,,,,,
2005-01-02 21:00:00,2005-01-02 21:00:00,2005-01-02 21:00,2005,1,2,21:00,6.1,,5.8,,98.0,,,M,,M,,,100.81,,,,,,
2005-01-02 22:00:00,2005-01-02 22:00:00,2005-01-02 22:00,2005,1,2,22:00,6.3,,5.6,,95.0,,,M,,M,,,100.9,,,,,,
2005-01-02 23:00:00,2005-01-02 23:00:00,2005-01-02 23:00,2005,1,2,23:00,5.1,,3.7,,91.0,,,M,,M,,,100.95,,,,,,
2005-01-03 00:00:00,2005-01-03 00:00:00,2005-01-03 00:00,2005,1,3,00:00,4.7,,3.1,,89.0,,,M,,M,,,100.99,,,,,,
2005-01-03 01:00:00,2005-01-03 01:00:00,2005-01-03 01:00,2005,1,3,01:00,4.2,,2.3,,87.0,,,M,,M,,,101.02,,,,,,
2005-01-03 02:00:00,2005-01-03 02:00:00,2005-01-03 02:00,2005,1,3,02:00,3.9,,1.7,,86.0,,,M,,M,,,101.08,,,,,,
2005-01-03 03:00:00,2005-01-03 03:00:00,2005-01-03 03:00,2005,1,3,03:00,3.8,,1.6,,86.0,,,M,,M,,,101.15,,,,,,
2005-01-03 04:00:00,2005-01-03 04:00:00,2005-01-03 04:00,2005,1,3,04:00,3.0,,1.1,,87.0,,,M,,M,,,101.13,,,,,,
2005-01-03 05:00:00,2005-01-03 05:00:00,2005-01-03 05:00,2005,1,3,05:00,3.2,,1.6,,89.0,,,M,,M,,,101.13,,,,,,
2005-01-03 06:00:00,2005-01-03 06:00:00,2005-01-03 06:00,2005,1,3,06:00,3.4,,1.5,,87.0,,,M,,M,,,101.2,,,,,,
2005-01-03 07:00:00,2005-01-03 07:00:00,2005-01-03 07:00,2005,1,3,07:00,3.3,,1.4,,87.0,,,M,,M,,,101.25,,,,,,
2005-01-03 08:00:00,2005-01-03 08:00:00,2005-01-03 08:00,2005,1,3,08:00,3.2,,1.3,,87.0,,,M,,M,,,101.24,,,,,,
2005-01-03 09:00:00,2005-01-03 09:00:00,2005-01-03 09:00,2005,1,3,09:00,3.4,,1.2,,85.0,,,M,,M,,,101.28,,,,,,
2005-01-03 10:00:00,2005-01-03 10:00:00,2005-01-03 10:00,2005,1,3,10:00,3.6,,1.1,,84.0,,,M,,M,,,101.29,,,,,,
2005-01-03 11:00:00,2005-01-03 11:00:00,2005-01-03 11:00,2005,1,3,11:00,3.9,,0.9,,81.0,,,M,,M,,,101.28,,,,,,
2005-01-03 12:00:00,2005-01-03 12:00:00,2005-01-03 12:00,2005,1,3,12:00,4.0,,1.0,,81.0,,,M,,M,,,101.19,,,,,,
2005-01-03 13:00:00,2005-01-03 13:00:00,2005-01-03 13:00,2005,1,3,13:00,4.2,,1.1,,80.0,,,M,,M,,,101.07,,,,,,
2005-01-03 14:00:00,2005-01-03 14:00:00,2005-01-03 14:00,2005,1,3,14:00,4.0,,1.3,,83.0,,,M,,M,,,101.0,,,,,,
2005-01-03 15:00:00,2005-01-03 15:00:00,2005-01-03 15:00,2005,1,3,15:00,3.9,,1.2,,83.0,,,M,,M,,,100.96,,,,,,
2005-01-03 16:00:00,2005-01-03 16:00:00,2005-01-03 16:00,2005,1,3,16:00,4.3,,1.2,,80.0,,,M,,M,,,100.99,,,,,,
2005-01-03 17:00:00,2005-01-03 17:00:00,2005-01-03 17:00,2005,1,3,17:00,3.9,,0.8,,80.0,,,M,,M,,,100.96,,,,,,
2005-01-03 18:00:00,2005-01-03 18:00:00,2005-01-03 18:00,2005,1,3,18:00,3.8,,0.8,,81.0,,,M,,M,,,100.96,,,,,,
2005-01-03 19:00:00,2005-01-03 19:00:00,2005-01-03 19:00,2005,1,3,19:00,3.5,,0.5,,81.0,,,M,,M,,,100.98,,,,,,
2005-01-03 20:00:00,2005-01-03 20:00:00,2005-01-03 20:00,2005,1,3,20:00,3.3,,0.5,,82.0,,,M,,M,,,100.95,,,,,,
2005-01-03 21:00:00,2005-01-03 21:00:00,2005-01-03 21:00,2005,1,3,21:00,3.1,,0.4,,82.0,,,M,,M,,,100.89,,,,,,
2005-01-03 22:00:00,2005-01-03 22:00:00,2005-01-03 22:00,2005,1,3,22:00,3.2,,0.2,,81.0,,,M,,M,,,100.92,,,,,,
2005-01-03 23:00:00,2005-01-03 23:00:00,2005-01-03 23:00,2005,1,3,23:00,2.5,,0.5,,87.0,,,M,,M,,,100.94,,,,,,
2005-01-04 00:00:00,2005-01-04 00:00:00,2005-01-04 00:00,2005,1,4,00:00,1.9,,0.9,,93.0,,,M,,M,,,100.93,,,,,,
2005-01-04 01:00:00,2005-01-04 01:00:00,2005-01-04 01:00,2005,1,4,01:00,1.4,,0.7,,95.0,,,M,,M,,,100.91,,,,,,
2005-01-04 02:00:00,2005-01-04 02:00:00,2005-01-04 02:00,2005,1,4,02:00,1.2,,0.7,,96.0,,,M,,M,,,100.93,,,,,,
2005-01-04 03:00:00,2005-01-04 03:00:00,2005-01-04 03:00,2005,1,4,03:00,1.6,,1.1,,96.0,,,M,,M,,,100.96,,,,,,
2005-01-04 04:00:00,2005-01-04 04:00:00,2005-01-04 04:00,2005,1,4,04:00,1.7,,0.4,,91.0,,,M,,M,,,100.96,,,,,,
2005-01-04 05:00:00,2005-01-04 05:00:00,2005-01-04 05:00,2005,1,4,05:00,1.6,,-0.3,,87.0,,,M,,M,,,100.99,,,,,,
