DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2015-08-01 00:00:00,2015-08-01 00:00,2015,8,1,00:00,18.8,,15.5,,81.0,,28.0,,11.0,,24.1,,98.84,,,,,,
2015-08-01 01:00:00,2015-08-01 01:00,2015,8,1,01:00,17.8,,14.7,,82.0,,27.0,,12.0,,24.1,,98.84,,,,,,Mainly Clear
2015-08-01 02:00:00,2015-08-01 02:00,2015,8,1,02:00,18.3,,14.3,,77.0,,29.0,,12.0,,24.1,,98.84,,,,,,
2015-08-01 03:00:00,2015-08-01 03:00,2015,8,1,03:00,18.0,,14.0,,77.0,,29.0,,18.0,,24.1,,98.87,,,,,,
2015-08-01 04:00:00,2015-08-01 04:00,2015,8,1,04:00,17.8,,13.6,,76.0,,29.0,,19.0,,24.1,,98.9,,,,,,Clear
2015-08-01 05:00:00,2015-08-01 05:00,2015,8,1,05:00,16.5,,12.9,,79.0,,28.0,,18.0,,24.1,,98.94,,,,,,
2015-08-01 06:00:00,2015-08-01 06:00,2015,8,1,06:00,16.7,,12.9,,78.0,,27.0,,16.0,,24.1,,98.97,,,,,,
2015-08-01 07:00:00,2015-08-01 07:00,2015,8,1,07:00,18.5,,13.0,,70.0,,29.0,,20.0,,24.1,,99.02,,,,,,Clear
2015-08-01 08:00:00,2015-08-01 08:00,2015,8,1,08:00,20.0,,13.6,,66.0,,30.0,,15.0,,24.1,,99.04,,,,,,
2015-08-01 09:00:00,2015-08-01 09:00,2015,8,1,09:00,22.0,,12.4,,54.0,,30.0,,23.0,,24.1,,99.03,,,,,,
2015-08-01 10:00:00,2015-08-01 10:00,2015,8,1,10:00,23.7,,12.2,,48.0,,30.0,,21.0,,24.1,,99.02,,26.0,,,,Mainly Clear
2015-08-01 11:00:00,2015-08-01 11:00,2015,8,1,11:00,24.4,,11.6,,44.0,,30.0,,24.0,,24.1,,99.04,,26.0,,,,
2015-08-01 12:00:00,2015-08-01 12:00,2015,8,1,12:00,24.3,,10.4,,41.0,,26.0,,23.0,,24.1,,99.03,,26.0,,,,
2015-08-01 13:00:00,2015-08-01 13:00,2015,8,1,13:00,25.8,,11.8,,41.0,,26.0,,29.0,,24.1,,98.97,,28.0,,,,Mostly Cloudy
2015-08-01 14:00:00,2015-08-01 14:00,2015,8,1,14:00,25.5,,11.9,,42.0,,26.0,,21.0,,24.1,,98.92,,28.0,,,,
2015-08-01 15:00:00,2015-08-01 15:00,2015,8,1,15:00,26.7,,11.4,,38.0,,27.0,,34.0,,24.1,,98.89,,29.0,,,,
2015-08-01 16:00:00,2015-08-01 16:00,2015,8,1,16:00,27.2,,10.7,,35.0,,28.0,,36.0,,24.1,,98.83,,29.0,,,,Mainly Clear
2015-08-01 17:00:00,2015-08-01 17:00,2015,8,1,17:00,26.6,,10.5,,36.0,,29.0,,28.0,,24.1,,98.86,,28.0,,,,
2015-08-01 18:00:00,2015-08-01 18:00,2015,8,1,18:00,25.2,,10.5,,39.0,,30.0,,25.0,,24.1,,98.87,,27.0,,,,
2015-08-01 19:00:00,2015-08-01 19:00,2015,8,1,19:00,24.8,,10.9,,41.0,,29.0,,23.0,,24.1,,98.89,,27.0,,,,Clear
2015-08-01 20:00:00,2015-08-01 20:00,2015,8,1,20:00,23.3,,10.9,,45.0,,28.0,,19.0,,24.1,,98.96,,25.0,,,,
