DateTime,2013-12-01 14:00:00,2013-12-01 14:00,2013,12,1,14:00,2.7,Unnamed: 7,1.2,Unnamed: 9,90,Unnamed: 11,21.0,Unnamed: 13,6,Unnamed: 15,8.1,Unnamed: 17,99.46,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,"Rain,Fog"
2013-12-01 15:00:00,2013-12-01 15:00:00,2013-12-01 15:00,2013,12,1,15:00,2.8,,1.0,,88,,18.0,,5,,8.1,,99.42,,,,,,"Rain,Fog"
2013-12-01 16:00:00,2013-12-01 16:00:00,2013-12-01 16:00,2013,12,1,16:00,2.9,,1.1,,88,,20.0,,4,,8.1,,99.42,,,,,,Fog
2013-12-01 17:00:00,2013-12-01 17:00:00,2013-12-01 17:00,2013,12,1,17:00,2.9,,1.3,,89,,16.0,,6,,8.1,,99.42,,,,,,Fog
2013-12-01 18:00:00,2013-12-01 18:00:00,2013-12-01 18:00,2013,12,1,18:00,2.9,,1.1,,88,,18.0,,5,,9.7,,99.42,,,,,,Fog
2013-12-01 19:00:00,2013-12-01 19:00:00,2013-12-01 19:00,2013,12,1,19:00,2.7,,0.9,,88,,22.0,,2,,11.3,,99.41,,,,,,Cloudy
2013-12-01 20:00:00,2013-12-01 20:00:00,2013-12-01 20:00,2013,12,1,20:00,2.4,,0.9,,90,,29.0,,7,,9.7,,99.39,,,,,,Fog
2013-12-01 21:00:00,2013-12-01 21:00:00,2013-12-01 21:00,2013,12,1,21:00,2.7,,1.1,,89,,27.0,,3,,9.7,,99.36,,,,,,Fog
2013-12-01 22:00:00,2013-12-01 22:00:00,2013-12-01 22:00,2013,12,1,22:00,2.4,,1.1,,91,,28.0,,3,,9.7,,99.34,,,,,,Fog
2013-12-01 23:00:00,2013-12-01 23:00:00,2013-12-01 23:00,2013,12,1,23:00,2.3,,1.0,,91,,30.0,,11,,8.1,,99.3,,,,,,Fog
2013-12-02 00:00:00,2013-12-02 00:00:00,2013-12-02 00:00,2013,12,2,00:00,1.6,,0.6,,93,,32.0,,8,,4.8,,99.26,,,,,,Fog
2013-12-02 01:00:00,2013-12-02 01:00:00,2013-12-02 01:00,2013,12,2,01:00,1.3,,0.4,,94,,31.0,,6,,3.6,,99.26,,,,,,Fog
2013-12-02 02:00:00,2013-12-02 02:00:00,2013-12-02 02:00,2013,12,2,02:00,1.7,,0.7,,93,,28.0,,2,,4.0,,99.23,,,,,,Fog
2013-12-02 03:00:00,2013-12-02 03:00:00,2013-12-02 03:00,2013,12,2,03:00,1.2,,0.5,,95,,28.0,,2,,4.0,,99.22,,,,,,Fog
2013-12-02 04:00:00,2013-12-02 04:00:00,2013-12-02 04:00,2013,12,2,04:00,1.0,,0.1,,94,,23.0,,6,,4.0,,99.18,,,,,,Fog
2013-12-02 05:00:00,2013-12-02 05:00:00,2013-12-02 05:00,2013,12,2,05:00,1.3,,0.4,,94,,25.0,,7,,4.8,,99.18,,,,,,Fog
2013-12-02 06:00:00,2013-12-02 06:00:00,2013-12-02 06:00,2013,12,2,06:00,1.5,,0.5,,93,,26.0,,5,,6.4,,99.18,,,,,,Fog
2013-12-02 07:00:00,2013-12-02 07:00:00,2013-12-02 07:00,2013,12,2,07:00,1.7,,0.4,,91,,29.0,,5,,6.4,,99.17,,,,,,Fog
2013-12-02 08:00:00,2013-12-02 08:00:00,2013-12-02 08:00,2013,12,2,08:00,1.8,,0.5,,91,,36.0,,10,,8.1,,99.19,,,,,,Fog
2013-12-02 09:00:00,2013-12-02 09:00:00,2013-12-02 09:00,2013,12,2,09:00,1.7,,0.1,,89,,35.0,,17,,8.1,,99.19,,,,,,"Drizzle,Fog"
2013-12-02 10:00:00,2013-12-02 10:00:00,2013-12-02 10:00,2013,12,2,10:00,1.6,,0.1,,90,,34.0,,12,,9.7,,99.19,,,,,,Fog
2013-12-02 11:00:00,2013-12-02 11:00:00,2013-12-02 11:00,2013,12,2,11:00,1.8,,-0.8,,83,,32.0,,11,,12.9,,99.18,,,,,,
2013-12-02 12:00:00,2013-12-02 12:00:00,2013-12-02 12:00,2013,12,2,12:00,1.4,,-0.5,,87,,29.0,,13,,8.1,,99.16,,,,,,Fog
2013-12-02 13:00:00,2013-12-02 13:00:00,2013-12-02 13:00,2013,12,2,13:00,1.9,,-1.5,,78,,31.0,,10,,16.1,,99.11,,,,,,Cloudy
2013-12-02 14:00:00,2013-12-02 14:00:00,2013-12-02 14:00,2013,12,2,14:00,2.1,,-1.9,,75,,31.0,,11,,24.1,,99.08,,,,,,
2013-12-02 15:00:00,2013-12-02 15:00:00,2013-12-02 15:00,2013,12,2,15:00,2.5,,-2.2,,71,,31.0,,11,,24.1,,99.06,,,,,,
2013-12-02 16:00:00,2013-12-02 16:00:00,2013-12-02 16:00,2013,12,2,16:00,2.2,,-2.7,,70,,31.0,,9,,24.1,,99.08,,,,,,Cloudy
2013-12-02 17:00:00,2013-12-02 17:00:00,2013-12-02 17:00,2013,12,2,17:00,1.5,,-4.4,,65,,28.0,,13,,24.1,,99.12,,,,,,
2013-12-02 18:00:00,2013-12-02 18:00:00,2013-12-02 18:00,2013,12,2,18:00,1.3,,-4.0,,68,,29.0,,8,,24.1,,99.18,,,,,,
2013-12-02 19:00:00,2013-12-02 19:00:00,2013-12-02 19:00,2013,12,2,19:00,1.4,,-3.9,,68,,30.0,,14,,24.1,,99.21,,,,,,Cloudy
2013-12-02 20:00:00,2013-12-02 20:00:00,2013-12-02 20:00,2013,12,2,20:00,0.9,,-3.2,,74,,31.0,,16,,24.1,,99.22,,,,,,
2013-12-02 21:00:00,2013-12-02 21:00:00,2013-12-02 21:00,2013,12,2,21:00,0.9,,-4.0,,70,,31.0,,18,,24.1,,99.23,,,,,,
2013-12-02 22:00:00,2013-12-02 22:00:00,2013-12-02 22:00,2013,12,2,22:00,0.8,,-5.3,,64,,31.0,,15,,24.1,,99.22,,,,,,Cloudy
2013-12-02 23:00:00,2013-12-02 23:00:00,2013-12-02 23:00,2013,12,2,23:00,0.4,,-4.6,,69,,31.0,,14,,24.1,,99.23,,,,,,
2013-12-03 00:00:00,2013-12-03 00:00:00,2013-12-03 00:00,2013,12,3,00:00,-0.6,,-5.8,,68,,32.0,,15,,24.1,,99.23,,,,-5.0,,
2013-12-03 01:00:00,2013-12-03 01:00:00,2013-12-03 01:00,2013,12,3,01:00,0.3,,-5.9,,63,,31.0,,11,,24.1,,99.26,,,,,,Mostly Cloudy
2013-12-03 02:00:00,2013-12-03 02:00:00,2013-12-03 02:00,2013,12,3,02:00,-1.5,,-5.9,,72,,29.0,,9,,24.1,,99.25,,,,-5.0,,
2013-12-03 03:00:00,2013-12-03 03:00:00,2013-12-03 03:00,2013,12,3,03:00,-2.2,,-5.5,,78,,28.0,,8,,24.1,,99.28,,,,-5.0,,
2013-12-03 04:00:00,2013-12-03 04:00:00,2013-12-03 04:00,2013,12,3,04:00,-2.9,,-5.6,,82,,32.0,,11,,24.1,,99.27,,,,-7.0,,Clear
2013-12-03 05:00:00,2013-12-03 05:00:00,2013-12-03 05:00,2013,12,3,05:00,-2.5,,-4.8,,84,,31.0,,5,,24.1,,99.29,,,,-4.0,,
2013-12-03 06:00:00,2013-12-03 06:00:00,2013-12-03 06:00,2013,12,3,06:00,-3.2,,-5.5,,84,,30.0,,5,,24.1,,99.33,,,,-5.0,,
