DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2015-08-01 00:00:00,2015-08-01 00:00,2015,8,1,00:00,19.8,,16.6,,82.0,,,M,,M,,,99.52,,,,,,
2015-08-01 01:00:00,2015-08-01 01:00,2015,8,1,01:00,19.1,,15.7,,81.0,,,M,,M,,,99.52,,,,,,
2015-08-01 02:00:00,2015-08-01 02:00,2015,8,1,02:00,19.6,,14.2,,71.0,,,M,,M,,,99.53,,,,,,
2015-08-01 03:00:00,2015-08-01 03:00,2015,8,1,03:00,19.1,,13.9,,72.0,,,M,,M,,,99.55,,,,,,
2015-08-01 04:00:00,2015-08-01 04:00,2015,8,1,04:00,18.5,,13.6,,73.0,,,M,,M,,,99.58,,,,,,
2015-08-01 05:00:00,2015-08-01 05:00,2015,8,1,05:00,18.5,,12.4,,68.0,,,M,,M,,,99.62,,,,,,
2015-08-01 06:00:00,2015-08-01 06:00,2015,8,1,06:00,17.9,,12.5,,71.0,,,M,,M,,,99.67,,,,,,
2015-08-01 07:00:00,2015-08-01 07:00,2015,8,1,07:00,19.0,,12.7,,67.0,,,M,,M,,,99.71,,,,,,
2015-08-01 08:00:00,2015-08-01 08:00,2015,8,1,08:00,20.3,,12.9,,62.0,,,M,,M,,,99.73,,,,,,
2015-08-01 09:00:00,2015-08-01 09:00,2015,8,1,09:00,22.4,,12.7,,54.0,,,M,,M,,,99.73,,25.0,,,,
2015-08-01 10:00:00,2015-08-01 10:00,2015,8,1,10:00,22.9,,10.3,,45.0,,,M,,M,,,99.73,,,,,,
2015-08-01 11:00:00,2015-08-01 11:00,2015,8,1,11:00,24.5,,10.3,,41.0,,,M,,M,,,99.74,,26.0,,,,
2015-08-01 12:00:00,2015-08-01 12:00,2015,8,1,12:00,25.8,,10.0,,37.0,,,M,,M,,,99.71,,27.0,,,,
2015-08-01 13:00:00,2015-08-01 13:00,2015,8,1,13:00,25.2,,10.9,,41.0,,,M,,M,,,99.65,,27.0,,,,
2015-08-01 14:00:00,2015-08-01 14:00,2015,8,1,14:00,26.9,,11.3,,38.0,,,M,,M,,,99.6,,29.0,,,,
2015-08-01 15:00:00,2015-08-01 15:00,2015,8,1,15:00,26.9,,11.6,,39.0,,,M,,M,,,99.56,,29.0,,,,
2015-08-01 16:00:00,2015-08-01 16:00,2015,8,1,16:00,23.3,,11.8,,48.0,,,M,,M,,,99.57,,25.0,,,,
2015-08-01 17:00:00,2015-08-01 17:00,2015,8,1,17:00,23.8,,12.2,,48.0,,,M,,M,,,99.58,,26.0,,,,
2015-08-01 18:00:00,2015-08-01 18:00,2015,8,1,18:00,22.5,,13.1,,56.0,,,M,,M,,,99.59,,25.0,,,,
2015-08-01 19:00:00,2015-08-01 19:00,2015,8,1,19:00,22.8,,14.6,,60.0,,,M,,M,,,99.59,,27.0,,,,
2015-08-01 20:00:00,2015-08-01 20:00,2015,8,1,20:00,22.2,,15.0,,64.0,,,M,,M,,,99.64,,26.0,,,,
2015-08-01 21:00:00,2015-08-01 21:00,2015,8,1,21:00,21.4,,12.9,,59.0,,,M,,M,,,99.7,,,,,,
2015-08-01 22:00:00,2015-08-01 22:00,2015,8,1,22:00,21.8,,11.4,,52.0,,,M,,M,,,99.71,,,,,,
