DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2019-03-01 00:00:00,2019-03-01 00:00,2019,3,1,00:00,-15.2,,-18.3,,77.0,,18.0,,8.0,,,,101.58,,,,-21.0,,
2019-03-01 01:00:00,2019-03-01 01:00,2019,3,1,01:00,-15.2,,-19.1,,72.0,,18.0,,6.0,,,,101.61,,,,-19.0,,
2019-03-01 02:00:00,2019-03-01 02:00,2019,3,1,02:00,-15.4,,-18.4,,78.0,,18.0,,3.0,,,,101.6,,,,-18.0,,
2019-03-01 03:00:00,2019-03-01 03:00,2019,3,1,03:00,-14.9,,-17.4,,81.0,,17.0,,2.0,,,,101.56,,,,-16.0,,
2019-03-01 04:00:00,2019-03-01 04:00,2019,3,1,04:00,-17.0,,-19.0,,84.0,,0.0,,1.0,,,,101.58,,,,-18.0,,
2019-03-01 05:00:00,2019-03-01 05:00,2019,3,1,05:00,-17.9,,-19.5,,87.0,,3.0,,2.0,,,,101.63,,,,-19.0,,
2019-03-01 06:00:00,2019-03-01 06:00,2019,3,1,06:00,-19.1,,-21.0,,85.0,,1.0,,2.0,,,,101.67,,,,-21.0,,
2019-03-01 07:00:00,2019-03-01 07:00,2019,3,1,07:00,-18.7,,-20.6,,85.0,,1.0,,2.0,,,,101.67,,,,-20.0,,
2019-03-01 08:00:00,2019-03-01 08:00,2019,3,1,08:00,-16.3,,-18.3,,85.0,,7.0,,1.0,,,,101.7,,,,-17.0,,
2019-03-01 09:00:00,2019-03-01 09:00,2019,3,1,09:00,-13.5,,-16.4,,79.0,,,,0.0,,,,101.74,,,,,,
2019-03-01 10:00:00,2019-03-01 10:00,2019,3,1,10:00,-9.9,,-16.6,,58.0,,4.0,,2.0,,,,101.73,,,,-11.0,,
2019-03-01 11:00:00,2019-03-01 11:00,2019,3,1,11:00,-8.1,,-15.1,,57.0,,35.0,,2.0,,,,101.7,,,,-9.0,,
2019-03-01 12:00:00,2019-03-01 12:00,2019,3,1,12:00,-6.0,,-15.8,,46.0,,34.0,,3.0,,,,101.64,,,,-7.0,,
2019-03-01 13:00:00,2019-03-01 13:00,2019,3,1,13:00,-3.5,,-14.6,,42.0,,14.0,,2.0,,,,101.58,,,,-4.0,,
2019-03-01 14:00:00,2019-03-01 14:00,2019,3,1,14:00,-2.6,,-16.0,,35.0,,0.0,,1.0,,,,101.5,,,,-3.0,,
2019-03-01 15:00:00,2019-03-01 15:00,2019,3,1,15:00,-2.4,,-14.3,,40.0,,11.0,,4.0,,,,101.47,,,,-4.0,,
2019-03-01 16:00:00,2019-03-01 16:00,2019,3,1,16:00,-3.5,,-13.7,,45.0,,11.0,,13.0,,,,101.41,,,,-8.0,,
2019-03-01 17:00:00,2019-03-01 17:00,2019,3,1,17:00,-4.1,,-13.6,,48.0,,10.0,,12.0,,,,101.4,,,,-9.0,,
2019-03-01 18:00:00,2019-03-01 18:00,2019,3,1,18:00,-5.5,,-13.6,,53.0,,8.0,,6.0,,,,101.43,,,,-8.0,,
2019-03-01 19:00:00,2019-03-01 19:00,2019,3,1,19:00,-6.8,,-13.9,,57.0,,6.0,,8.0,,,,101.45,,,,-11.0,,
2019-03-01 20:00:00,2019-03-01 20:00,2019,3,1,20:00,-7.9,,-13.9,,62.0,,8.0,,3.0,,,,101.48,,,,-9.0,,
2019-03-01 21:00:00,2019-03-01 21:00,2019,3,1,21:00,-9.3,,-14.3,,67.0,,6.0,,5.0,,,,101.47,,,,-12.0,,
2019-03-01 22:00:00,2019-03-01 22:00,2019,3,1,22:00,-8.1,,-14.3,,61.0,,4.0,,6.0,,,,101.47,,,,-11.0,,
2019-03-01 23:00:00,2019-03-01 23:00,2019,3,1,23:00,-10.9,,-16.0,,66.0,,3.0,,3.0,,,,101.4,,,,-13.0,,
2019-03-02 00:00:00,2019-03-02 00:00,2019,3,2,00:00,-12.0,,-15.3,,76.0,,35.0,,4.0,,,,101.38,,,,-15.0,,
2019-03-02 01:00:00,2019-03-02 01:00,2019,3,2,01:00,-10.5,,-14.2,,74.0,,5.0,,4.0,,,,101.35,,,,-13.0,,
2019-03-02 02:00:00,2019-03-02 02:00,2019,3,2,02:00,-11.7,,-16.1,,70.0,,7.0,,5.0,,,,101.36,,,,-15.0,,
2019-03-02 03:00:00,2019-03-02 03:00,2019,3,2,03:00,-10.8,,-15.0,,71.0,,4.0,,6.0,,,,101.29,,,,-14.0,,
2019-03-02 04:00:00,2019-03-02 04:00,2019,3,2,04:00,-10.2,,-15.0,,68.0,,4.0,,6.0,,,,101.24,,,,-14.0,,
2019-03-02 05:00:00,2019-03-02 05:00,2019,3,2,05:00,-10.8,,-15.3,,70.0,,2.0,,3.0,,,,101.23,,,,-13.0,,
2019-03-02 06:00:00,2019-03-02 06:00,2019,3,2,06:00,-12.0,,-15.3,,77.0,,35.0,,3.0,,,,101.26,,,,-14.0,,
2019-03-02 07:00:00,2019-03-02 07:00,2019,3,2,07:00,-9.7,,-14.3,,69.0,,6.0,,7.0,,,,101.2,,,,-14.0,,
2019-03-02 08:00:00,2019-03-02 08:00,2019,3,2,08:00,-8.8,,-14.4,,64.0,,4.0,,7.0,,,,101.17,,,,-13.0,,
2019-03-02 09:00:00,2019-03-02 09:00,2019,3,2,09:00,-7.8,,-14.2,,60.0,,5.0,,11.0,,,,101.12,,,,-13.0,,
2019-03-02 10:00:00,2019-03-02 10:00,2019,3,2,10:00,-6.9,,-13.7,,58.0,,6.0,,11.0,,,,101.09,,,,-12.0,,
2019-03-02 11:00:00,2019-03-02 11:00,2019,3,2,11:00,-6.2,,-14.1,,53.0,,6.0,,14.0,,,,101.03,,,,-12.0,,
2019-03-02 12:00:00,2019-03-02 12:00,2019,3,2,12:00,-4.9,,-13.3,,52.0,,2.0,,8.0,,,,100.98,,,,-8.0,,
2019-03-02 13:00:00,2019-03-02 13:00,2019,3,2,13:00,-4.6,,-13.3,,50.0,,34.0,,9.0,,,,100.94,,,,-8.0,,
2019-03-02 14:00:00,2019-03-02 14:00,2019,3,2,14:00,-3.6,,-13.1,,48.0,,5.0,,11.0,,,,100.82,,,,-8.0,,
2019-03-02 15:00:00,2019-03-02 15:00,2019,3,2,15:00,-2.8,,-13.3,,44.0,,4.0,,8.0,,,,100.8,,,,-6.0,,
2019-03-02 16:00:00,2019-03-02 16:00,2019,3,2,16:00,-2.1,,-13.0,,43.0,,8.0,,3.0,,,,100.81,,,,-3.0,,
2019-03-02 17:00:00,2019-03-02 17:00,2019,3,2,17:00,-3.4,,-7.2,,75.0,,33.0,,10.0,,,,100.8,,,,-7.0,,
2019-03-02 18:00:00,2019-03-02 18:00,2019,3,2,18:00,-4.2,,-6.0,,87.0,,32.0,,4.0,,,,100.84,,,,-6.0,,
2019-03-02 19:00:00,2019-03-02 19:00,2019,3,2,19:00,-4.4,,-5.9,,89.0,,26.0,,5.0,,,,100.87,,,,-7.0,,
2019-03-02 20:00:00,2019-03-02 20:00,2019,3,2,20:00,-4.6,,-6.0,,90.0,,27.0,,9.0,,,,100.87,,,,-8.0,,
2019-03-02 21:00:00,2019-03-02 21:00,2019,3,2,21:00,-4.8,,-6.1,,91.0,,27.0,,10.0,,,,100.88,,,,-9.0,,
2019-03-02 22:00:00,2019-03-02 22:00,2019,3,2,22:00,-5.9,,-7.2,,91.0,,26.0,,7.0,,,,100.85,,,,-9.0,,
2019-03-02 23:00:00,2019-03-02 23:00,2019,3,2,23:00,-6.4,,-7.4,,92.0,,26.0,,8.0,,,,100.88,,,,-10.0,,
2019-03-03 00:00:00,2019-03-03 00:00,2019,3,3,00:00,-7.4,,-8.1,,94.0,,25.0,,8.0,,,,100.84,,,,-11.0,,
2019-03-03 01:00:00,2019-03-03 01:00,2019,3,3,01:00,-10.2,,-11.6,,90.0,,23.0,,5.0,,,,100.83,,,,-13.0,,
2019-03-03 02:00:00,2019-03-03 02:00,2019,3,3,02:00,-7.2,,-8.2,,93.0,,27.0,,9.0,,,,100.85,,,,-12.0,,
2019-03-03 03:00:00,2019-03-03 03:00,2019,3,3,03:00,-7.0,,-8.0,,92.0,,26.0,,11.0,,,,100.86,,,,-12.0,,
2019-03-03 04:00:00,2019-03-03 04:00,2019,3,3,04:00,-6.9,,-7.9,,92.0,,26.0,,6.0,,,,100.86,,,,-10.0,,
