DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2017-06-01 00:00:00,2017-06-01 00:00,2017,6,1,00:00,14.6,,9.0,,69,,25.0,,16,,,,100.0,,,,,,
2017-06-01 01:00:00,2017-06-01 01:00,2017,6,1,01:00,14.0,,9.1,,72,,23.0,,15,,,,99.99,,,,,,
2017-06-01 02:00:00,2017-06-01 02:00,2017,6,1,02:00,13.4,,9.0,,75,,24.0,,13,,,,99.98,,,,,,
2017-06-01 03:00:00,2017-06-01 03:00,2017,6,1,03:00,12.8,,9.2,,79,,23.0,,16,,,,99.98,,,,,,
2017-06-01 04:00:00,2017-06-01 04:00,2017,6,1,04:00,12.3,,8.4,,77,,24.0,,17,,,,99.99,,,,,,
2017-06-01 05:00:00,2017-06-01 05:00,2017,6,1,05:00,12.1,,8.0,,76,,23.0,,14,,,,100.03,,,,,,
2017-06-01 06:00:00,2017-06-01 06:00,2017,6,1,06:00,12.5,,8.1,,75,,22.0,,15,,,,100.03,,,,,,
2017-06-01 07:00:00,2017-06-01 07:00,2017,6,1,07:00,13.1,,7.5,,69,,23.0,,22,,,,100.07,,,,,,
2017-06-01 08:00:00,2017-06-01 08:00,2017,6,1,08:00,12.8,,6.8,,67,,24.0,,21,,,,100.08,,,,,,
2017-06-01 09:00:00,2017-06-01 09:00,2017,6,1,09:00,13.6,,4.2,,53,,25.0,,23,,,,100.08,,,,,,
2017-06-01 10:00:00,2017-06-01 10:00,2017,6,1,10:00,14.4,,4.4,,51,,27.0,,27,,,,100.09,,,,,,
2017-06-01 11:00:00,2017-06-01 11:00,2017,6,1,11:00,14.5,,4.8,,52,,26.0,,23,,,,100.1,,,,,,
2017-06-01 12:00:00,2017-06-01 12:00,2017,6,1,12:00,13.5,,5.6,,59,,27.0,,29,,,,100.14,,,,,,
2017-06-01 13:00:00,2017-06-01 13:00,2017,6,1,13:00,14.0,,5.1,,55,,25.0,,24,,,,100.12,,,,,,
