DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2019-03-01 00:00:00,2019-03-01 00:00,2019,3,1,00:00,-10.7,,-13.7,,79.0,,8.0,,8.0,,16.1,,98.35,,,,-15.0,,
2019-03-01 01:00:00,2019-03-01 01:00,2019,3,1,01:00,-11.5,,-13.8,,83.0,,9.0,,4.0,,16.1,,98.35,,,,-14.0,,
2019-03-01 02:00:00,2019-03-01 02:00,2019,3,1,02:00,-13.7,,-15.8,,84.0,,,,0.0,,16.1,,98.35,,,,,,
2019-03-01 03:00:00,2019-03-01 03:00,2019,3,1,03:00,-17.1,,-19.0,,86.0,,35.0,,4.0,,12.9,,98.34,,,,-20.0,,
2019-03-01 04:00:00,2019-03-01 04:00,2019,3,1,04:00,-17.8,,-19.7,,85.0,,,,0.0,,16.1,,98.35,,,,,,
2019-03-01 05:00:00,2019-03-01 05:00,2019,3,1,05:00,-18.3,,-20.4,,84.0,,,,0.0,,12.9,,98.38,,,,,,
2019-03-01 06:00:00,2019-03-01 06:00,2019,3,1,06:00,-18.0,,-19.9,,85.0,,32.0,,4.0,,16.1,,98.46,,,,-21.0,,
2019-03-01 07:00:00,2019-03-01 07:00,2019,3,1,07:00,-18.9,,-21.0,,84.0,,32.0,,4.0,,11.3,,98.48,,,,-22.0,,
2019-03-01 08:00:00,2019-03-01 08:00,2019,3,1,08:00,-16.6,,-18.6,,85.0,,30.0,,8.0,,12.9,,98.52,,,,-22.0,,
2019-03-01 09:00:00,2019-03-01 09:00,2019,3,1,09:00,-12.5,,-14.1,,88.0,,35.0,,4.0,,14.5,,98.49,,,,-15.0,,
2019-03-01 10:00:00,2019-03-01 10:00,2019,3,1,10:00,-9.0,,-10.2,,91.0,,,,0.0,,16.1,,98.49,,,,,,
2019-03-01 11:00:00,2019-03-01 11:00,2019,3,1,11:00,-6.1,,-9.8,,75.0,,8.0,,8.0,,16.1,,98.47,,,,-10.0,,
2019-03-01 12:00:00,2019-03-01 12:00,2019,3,1,12:00,-4.4,,-12.7,,53.0,,8.0,,8.0,,16.1,,98.48,,,,-8.0,,
2019-03-01 13:00:00,2019-03-01 13:00,2019,3,1,13:00,-2.9,,-11.6,,52.0,,8.0,,5.0,,16.1,,98.42,,,,-5.0,,
