DateTime,Date/Time,Year,Month,Day,Time,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2015-09-01 00:00:00,2015-09-01 00:00,2015,9,1,00:00,15.6,,15.5,,99.0,,,,0.0,,0.4,,98.02,,,,,,"Rain,Fog"
2015-09-01 01:00:00,2015-09-01 01:00,2015,9,1,01:00,14.5,,14.4,,99.0,,,,0.0,,0.2,,98.03,,,,,,"Rain,Fog"
2015-09-01 02:00:00,2015-09-01 02:00,2015,9,1,02:00,14.3,,14.2,,99.0,,36.0,,4.0,,0.2,,98.03,,,,,,"Rain,Fog"
2015-09-01 03:00:00,2015-09-01 03:00,2015,9,1,03:00,13.4,,13.3,,99.0,,33.0,,4.0,,0.4,,98.05,,,,,,Fog
2015-09-01 04:00:00,2015-09-01 04:00,2015,9,1,04:00,13.5,,13.4,,99.0,,,,0.0,,0.2,,98.06,,,,,,"Rain,Fog"
2015-09-01 05:00:00,2015-09-01 05:00,2015,9,1,05:00,13.0,,12.9,,99.0,,,,0.0,,0.4,,98.07,,,,,,Fog
2015-09-01 06:00:00,2015-09-01 06:00,2015,9,1,06:00,12.3,,12.2,,99.0,,,,0.0,,0.2,,98.11,,,,,,Fog
2015-09-01 07:00:00,2015-09-01 07:00,2015,9,1,07:00,14.6,,14.5,,99.0,,,,0.0,,4.8,,98.13,,,,,,Fog
2015-09-01 08:00:00,2015-09-01 08:00,2015,9,1,08:00,17.2,,17.0,,99.0,,,,0.0,,6.4,,98.13,,,,,,Fog
2015-09-01 09:00:00,2015-09-01 09:00,2015,9,1,09:00,21.5,,20.1,,91.0,,,M,4.0,,11.3,,98.13,,29.0,,,,
2015-09-01 10:00:00,2015-09-01 10:00,2015,9,1,10:00,24.6,,19.9,,75.0,,25.0,,11.0,,14.5,,98.13,,32.0,,,,
2015-09-01 11:00:00,2015-09-01 11:00,2015,9,1,11:00,25.9,,20.0,,69.0,,26.0,,13.0,,14.5,,98.11,,33.0,,,,
2015-09-01 12:00:00,2015-09-01 12:00,2015,9,1,12:00,27.1,,18.7,,60.0,,24.0,,15.0,,16.1,,98.04,,34.0,,,,
2015-09-01 13:00:00,2015-09-01 13:00,2015,9,1,13:00,28.1,,18.9,,57.0,,24.0,,13.0,,14.5,,98.0,,35.0,,,,
2015-09-01 14:00:00,2015-09-01 14:00,2015,9,1,14:00,28.6,,18.1,,53.0,,23.0,,11.0,,16.1,,97.98,,35.0,,,,
2015-09-01 15:00:00,2015-09-01 15:00,2015,9,1,15:00,28.9,,18.7,,53.0,,22.0,,15.0,,16.1,,97.95,,35.0,,,,
2015-09-01 16:00:00,2015-09-01 16:00,2015,9,1,16:00,28.5,,18.7,,55.0,,27.0,,13.0,,14.5,,97.93,,35.0,,,,
2015-09-01 17:00:00,2015-09-01 17:00,2015,9,1,17:00,27.7,,18.4,,56.0,,25.0,,13.0,,16.1,,97.92,,34.0,,,,
2015-09-01 18:00:00,2015-09-01 18:00,2015,9,1,18:00,25.2,,16.8,,59.0,,28.0,,15.0,,16.1,,97.94,,30.0,,,,
2015-09-01 19:00:00,2015-09-01 19:00,2015,9,1,19:00,21.7,,16.2,,71.0,,26.0,,11.0,,16.1,,97.98,,26.0,,,,
2015-09-01 20:00:00,2015-09-01 20:00,2015,9,1,20:00,19.6,,17.1,,85.0,,26.0,,4.0,,16.1,,98.02,,,,,,
2015-09-01 21:00:00,2015-09-01 21:00,2015,9,1,21:00,18.4,,16.9,,91.0,,,,0.0,,16.1,,98.04,,,,,,
2015-09-01 22:00:00,2015-09-01 22:00,2015,9,1,22:00,17.4,,16.8,,96.0,,,,0.0,,11.3,,98.04,,,,,,
2015-09-01 23:00:00,2015-09-01 23:00,2015,9,1,23:00,18.9,,17.8,,93.0,,,,0.0,,11.3,,98.06,,,,,,
2015-09-02 00:00:00,2015-09-02 00:00,2015,9,2,00:00,17.3,,17.0,,98.0,,,,0.0,,2.4,,98.04,,,,,,Fog
2015-09-02 01:00:00,2015-09-02 01:00,2015,9,2,01:00,16.5,,16.2,,98.0,,,,0.0,,2.4,,98.02,,,,,,Fog
2015-09-02 02:00:00,2015-09-02 02:00,2015,9,2,02:00,15.7,,15.6,,99.0,,6.0,,4.0,,0.8,,97.97,,,,,,Fog
2015-09-02 03:00:00,2015-09-02 03:00,2015,9,2,03:00,15.3,,15.2,,99.0,,,,0.0,,1.0,,97.95,,,,,,"Rain,Fog"
2015-09-02 04:00:00,2015-09-02 04:00,2015,9,2,04:00,14.1,,14.0,,99.0,,,M,4.0,,1.2,,97.95,,,,,,"Rain,Fog"
2015-09-02 05:00:00,2015-09-02 05:00,2015,9,2,05:00,14.8,,14.7,,99.0,,,,0.0,,0.8,,97.95,,,,,,"Rain,Fog"
2015-09-02 06:00:00,2015-09-02 06:00,2015,9,2,06:00,15.3,,15.2,,99.0,,,,0.0,,1.0,,97.97,,,,,,Fog
2015-09-02 07:00:00,2015-09-02 07:00,2015,9,2,07:00,16.8,,16.6,,99.0,,,,0.0,,0.4,,97.99,,,,,,"Rain,Fog"
2015-09-02 08:00:00,2015-09-02 08:00,2015,9,2,08:00,21.1,,19.8,,92.0,,,,0.0,,4.0,,97.99,,29.0,,,,Fog
2015-09-02 09:00:00,2015-09-02 09:00,2015,9,2,09:00,24.3,,21.3,,83.0,,,,0.0,,6.4,,97.97,,33.0,,,,Fog
2015-09-02 10:00:00,2015-09-02 10:00,2015,9,2,10:00,26.7,,21.4,,72.0,,,M,4.0,,11.3,,97.94,,35.0,,,,
2015-09-02 11:00:00,2015-09-02 11:00,2015,9,2,11:00,28.7,,20.3,,60.0,,,M,17.0,,16.1,,97.89,,37.0,,,,
2015-09-02 12:00:00,2015-09-02 12:00,2015,9,2,12:00,30.1,,19.9,,54.0,,20.0,,11.0,,16.1,,97.81,,38.0,,,,
2015-09-02 13:00:00,2015-09-02 13:00,2015,9,2,13:00,30.1,,18.8,,50.0,,25.0,,18.0,,16.1,,97.78,,37.0,,,,
2015-09-02 14:00:00,2015-09-02 14:00,2015,9,2,14:00,30.1,,19.5,,52.0,,29.0,,11.0,,16.1,,97.74,,37.0,,,,
2015-09-02 15:00:00,2015-09-02 15:00,2015,9,2,15:00,30.6,,19.2,,50.0,,31.0,,17.0,,16.1,,97.68,,38.0,,,,
2015-09-02 16:00:00,2015-09-02 16:00,2015,9,2,16:00,30.2,,19.4,,52.0,,29.0,,17.0,,16.1,,97.62,,37.0,,,,
2015-09-02 17:00:00,2015-09-02 17:00,2015,9,2,17:00,29.1,,19.9,,57.0,,29.0,,13.0,,16.1,,97.6,,37.0,,,,
2015-09-02 18:00:00,2015-09-02 18:00,2015,9,2,18:00,27.0,,19.3,,62.0,,32.0,,9.0,,16.1,,97.59,,34.0,,,,
2015-09-02 19:00:00,2015-09-02 19:00,2015,9,2,19:00,23.7,,20.0,,80.0,,32.0,,4.0,,16.1,,97.63,,31.0,,,,
2015-09-02 20:00:00,2015-09-02 20:00,2015,9,2,20:00,21.6,,19.9,,90.0,,,,0.0,,16.1,,97.67,,29.0,,,,
2015-09-02 21:00:00,2015-09-02 21:00,2015,9,2,21:00,21.4,,19.5,,89.0,,,,0.0,,14.5,,97.74,,29.0,,,,
2015-09-02 22:00:00,2015-09-02 22:00,2015,9,2,22:00,19.4,,18.8,,96.0,,33.0,,5.0,,9.7,,97.72,,,,,,Fog
